time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1969-05-26T15:37:21.000Z,11.793,125.786,30,6,mw,,,,,iscgem,iscgem809313,2015-05-13T18:53:03.000Z,"Samar, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1969-05-21T02:56:51.000Z,11.734,125.876,30,6,mw,,,,,iscgem,iscgem809164,2015-05-13T18:53:03.000Z,"Samar, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1969-03-27T12:41:40.000Z,4.575,127.609,50,6.6,mw,,,,,iscgem,iscgem811592,2015-05-13T18:53:02.000Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1969-03-20T16:18:55.000Z,8.697,127.217,20,6.1,mw,,,,,iscgem,iscgem811148,2015-05-13T18:53:02.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1969-02-03T21:41:43.000Z,4.738,127.374,35,6.8,mw,,,,,iscgem,iscgem811844,2015-05-13T18:53:02.000Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1969-01-30T10:29:41.000Z,4.569,127.306,60,7.6,mw,,,,,iscgem,iscgem813688,2017-04-13T21:43:46.674Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1968-11-25T18:36:57.000Z,5.122,126.847,50,6.4,mw,,,,,iscgem,iscgem815369,2015-05-13T18:53:02.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-11-22T08:59:27.000Z,16.209,122.262,35,6.1,mw,,,,,iscgem,iscgem815285,2017-04-13T21:43:40.272Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-10-24T15:51:17.000Z,5.909,127.031,45,6.3,mw,,,,,iscgem,iscgem816258,2015-05-13T18:53:02.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1968-08-28T20:42:19.000Z,15.51,122.058,20,6.4,mw,,,,,iscgem,iscgem818415,2017-04-13T21:43:24.853Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1968-08-04T11:41:25.000Z,6.498,126.777,100,6.1,mw,,,,,iscgem,iscgem817656,2015-05-13T18:53:02.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-08-03T06:25:05.000Z,16.475,122.23,25,6.4,mw,,,,,iscgem,iscgem817612,2017-04-13T21:43:22.430Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-08-01T20:19:22.000Z,16.316,122.067,25,7.6,mw,,,,,iscgem,iscgem817557,2017-04-13T21:43:20.961Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-03-05T18:38:05.000Z,9.526,126.196,35,6.1,mw,,,,,iscgemsup,iscgemsup824681,2015-07-13T17:02:24.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1968-03-05T18:16:38.000Z,9.507,126.415,35,6.3,mw,,,,,iscgem,iscgem824679,2015-05-13T18:53:01.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1967-08-19T15:28:07.000Z,10.295,125.881,35,6,mw,,,,,iscgem,iscgem832408,2015-05-13T18:53:01.000Z,"Leyte, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1966-08-21T05:00:25.000Z,8.48,126.645,35,6,mw,,,,,iscgem,iscgem844769,2015-05-13T18:53:00.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1966-08-15T02:45:36.000Z,13.295,121.467,19.8,6,mw,,,,,iscgem,iscgem844493,2017-04-13T21:42:17.316Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1966-06-06T20:47:10.000Z,9.528,126.505,25,6,mw,,,,,iscgem,iscgem846202,2015-05-13T18:53:00.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1965-09-18T22:03:12.000Z,8.188,126.874,25,6,mw,,,,,iscgem,iscgem853952,2015-05-13T18:52:59.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1965-09-16T13:50:12.000Z,7.156,126.522,160,6,mw,,,,,iscgem,iscgem853881,2015-05-13T18:52:59.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1965-07-15T18:33:30.000Z,7.74,123.811,570,6,mw,,,,,iscgem,iscgem855394,2015-05-13T18:52:59.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1965-06-22T23:48:07.000Z,7.175,123.613,40,6.3,mw,,,,,iscgem,iscgem856343,2015-05-13T18:52:59.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1965-04-26T22:15:45.000Z,21.045,120.798,37.1,6.1,mw,,,,,iscgem,iscgem858053,2015-05-13T18:52:59.000Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
1964-11-24T12:40:59.000Z,13.023,124.683,35,6.3,mw,,,,,iscgem,iscgem863013,2015-05-13T18:52:58.000Z,"Catanduanes, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1964-06-10T22:16:40.000Z,5.031,127.34,92.5,6,mw,,,,,iscgemsup,iscgemsup866709,2015-07-13T17:02:23.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1963-06-19T09:09:04.000Z,4.588,126.54,65,6.1,mw,,,,,iscgem,iscgem872542,2015-05-13T18:52:57.000Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1963-06-06T05:18:56.000Z,19.896,120.572,24.8,6,mw,,,,,iscgem,iscgem872470,2015-05-13T18:52:57.000Z,"Babuyan Islands region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1963-01-24T22:27:33.000Z,8,126.864,50,6,mw,,,,,iscgem,iscgem871735,2015-05-13T18:52:56.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1962-08-17T05:04:32.000Z,10.478,121.604,20,6,mw,,,,,iscgem,iscgem17292251,2015-05-13T18:52:56.000Z,"Panay, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1962-03-11T19:19:10.000Z,8.851,126.586,44.6,6.3,mw,,,,,iscgem,iscgem874348,2015-05-13T18:52:56.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1961-06-19T01:45:24.000Z,12.52,121.886,25,6,mw,,,,,iscgem,iscgem17290472,2015-05-13T18:52:55.000Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
